label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
A,0.3378909230232239,0.7838304042816162,-3.9004444829515705e-07,0.39683470129966736,0.7708095908164978,-0.012419644743204117,0.44246435165405273,0.7096668481826782,-0.013269037939608097,0.4624478816986084,0.6489545702934265,-0.014843156561255455,0.4579554498195648,0.6058700084686279,-0.011647368781268597,0.43015342950820923,0.6356651186943054,-0.000542313908226788,0.44229555130004883,0.5759493112564087,-0.024622922763228416,0.42904132604599,0.6357879042625427,-0.033900223672389984,0.4213918149471283,0.662686824798584,-0.03576573729515076,0.3957255482673645,0.6276988983154297,-0.00305107980966568,0.4056546688079834,0.5778838396072388,-0.028767179697752,0.3970835208892822,0.6488377451896667,-0.030726058408617973,0.39202404022216797,0.666009783744812,-0.02551879733800888,0.3594790995121002,0.6271489858627319,-0.009734674356877804,0.3687424957752228,0.5853056907653809,-0.03830570727586746,0.3635355234146118,0.6547476053237915,-0.026161350309848785,0.3586226999759674,0.6706639528274536,-0.01026262529194355,0.32087427377700806,0.6308093667030334,-0.01723027229309082,0.33457353711128235,0.5979682803153992,-0.0333709642291069,0.333743691444397,0.6472075581550598,-0.021069295704364777,0.3274971842765808,0.6638018488883972,-0.007185561116784811
A,0.33098384737968445,0.7890149354934692,-3.717692891314073e-07,0.38886749744415283,0.7859597206115723,-0.013288882561028004,0.4358123540878296,0.7279879450798035,-0.012857222929596901,0.4508502185344696,0.6632217764854431,-0.012286174111068249,0.4573846757411957,0.6208628416061401,-0.007059693336486816,0.42103973031044006,0.6588572859764099,-0.002397946547716856,0.43313851952552795,0.6035933494567871,-0.02247811295092106,0.420063316822052,0.6587724685668945,-0.028050623834133148,0.41465499997138977,0.681495726108551,-0.028472231701016426,0.38798215985298157,0.6516329050064087,-0.002694609109312296,0.3993510901927948,0.6080940365791321,-0.024774610996246338,0.3898530602455139,0.6728275418281555,-0.024815063923597336,0.3855597674846649,0.6839895844459534,-0.019775623455643654,0.3544967770576477,0.6504645943641663,-0.006882438436150551,0.3651944100856781,0.6128628253936768,-0.032971858978271484,0.3591497838497162,0.6763145327568054,-0.02149653248488903,0.35436439514160156,0.6880557537078857,-0.007390012498944998,0.31741297245025635,0.6511730551719666,-0.011758861131966114,0.3307351768016815,0.6241211891174316,-0.02697852812707424,0.33077260851860046,0.6691246628761292,-0.01680017076432705,0.3254982829093933,0.6816759705543518,-0.005351751111447811
A,0.868403971195221,0.7291924953460693,-5.284536541694251e-07,0.8099631667137146,0.7365449666976929,-0.017547613009810448,0.7505037188529968,0.6926414966583252,-0.02471286617219448,0.7218731045722961,0.6301521062850952,-0.03331676870584488,0.7176598906517029,0.5771818161010742,-0.03642132505774498,0.7585076093673706,0.5991962552070618,0.004261053167283535,0.7378752827644348,0.5460917949676514,-0.02719537355005741,0.7573673725128174,0.5982139706611633,-0.04155372828245163,0.7706456184387207,0.6241682767868042,-0.04581008851528168,0.7921953797340393,0.5843826532363892,-0.00031404546461999416,0.7722759246826172,0.534861147403717,-0.031731829047203064,0.790471076965332,0.6024121046066284,-0.03594156354665756,0.7976478934288025,0.6134192943572998,-0.029834624379873276,0.8268522024154663,0.5771338939666748,-0.011451780796051025,0.8130258917808533,0.5333632826805115,-0.04307011887431145,0.8258163332939148,0.5998526215553284,-0.031192684546113014,0.8297187685966492,0.6095396280288696,-0.014301997609436512,0.8647047281265259,0.5744560956954956,-0.024658801034092903,0.853365421295166,0.5423598885536194,-0.040483877062797546,0.8581525087356567,0.5921780467033386,-0.028622161597013474,0.8610637784004211,0.6082377433776855,-0.014882626011967659
A,0.8775635361671448,0.7105758190155029,-5.281198696138745e-07,0.8150379657745361,0.7185020446777344,-0.01918041706085205,0.7569783926010132,0.6724423170089722,-0.0260513536632061,0.7325117588043213,0.6036928296089172,-0.03420588746666908,0.7269211411476135,0.5507511496543884,-0.03661230579018593,0.7690117359161377,0.5777538418769836,0.006561564281582832,0.7516224980354309,0.5276952385902405,-0.024202527478337288,0.7686498761177063,0.5852307677268982,-0.03700767457485199,0.7787087559700012,0.6061637997627258,-0.04041188582777977,0.8040686845779419,0.5640941262245178,0.0029313117265701294,0.7875198125839233,0.519658625125885,-0.027597973123192787,0.8018259406089783,0.5915861129760742,-0.030467597767710686,0.8063818216323853,0.5947908759117126,-0.023788465186953545,0.8392320871353149,0.5577780604362488,-0.007864819839596748,0.8271048665046692,0.516892671585083,-0.03992130234837532,0.8364934921264648,0.5852478742599487,-0.027711806818842888,0.8397725224494934,0.5892808437347412,-0.010693119838833809,0.8773883581161499,0.5545194149017334,-0.02090955711901188,0.8672007918357849,0.5255293846130371,-0.03619637340307236,0.8703559637069702,0.5748424530029297,-0.024227723479270935,0.8738816380500793,0.5864177942276001,-0.010584636591374874
A,0.7960697412490845,0.8570655584335327,-5.287236035655951e-07,0.729259729385376,0.8569889664649963,-0.014878641813993454,0.6697702407836914,0.8126872777938843,-0.022171782329678535,0.6398312449455261,0.754777193069458,-0.03250596672296524,0.626134991645813,0.6995255351066589,-0.03798946365714073,0.6716082096099854,0.7178564071655273,0.009108894504606724,0.6405651569366455,0.6689960360527039,-0.02213616482913494,0.6595725417137146,0.7165871858596802,-0.039557795971632004,0.6803362965583801,0.7499962449073792,-0.04562414437532425,0.7038640379905701,0.6973913908004761,0.0030655977316200733,0.6744474768638611,0.6511117219924927,-0.02801630273461342,0.6967099905014038,0.7161569595336914,-0.03496648371219635,0.7153393626213074,0.7390299439430237,-0.030446654185652733,0.7411525249481201,0.6862340569496155,-0.00936352089047432,0.7167142033576965,0.6407840847969055,-0.03875463455915451,0.7334772348403931,0.7051429152488708,-0.028379755094647408,0.7476586699485779,0.7279307842254639,-0.012481383979320526,0.7838923335075378,0.6821528673171997,-0.023914920166134834,0.7623265385627747,0.6464312672615051,-0.03849949687719345,0.7648464441299438,0.6935787796974182,-0.02703552320599556,0.7711094617843628,0.71709144115448,-0.01339994091540575
A,0.3274714946746826,0.7931243181228638,-4.080988844634703e-07,0.3865814507007599,0.798676609992981,-0.01363446842879057,0.4380236268043518,0.7408320903778076,-0.012793977744877338,0.4590352177619934,0.6741718649864197,-0.01188083365559578,0.459913432598114,0.6279014945030212,-0.006466669496148825,0.4241594672203064,0.6612250804901123,-0.002927797846496105,0.4421413242816925,0.602768063545227,-0.024516165256500244,0.429244726896286,0.6627947688102722,-0.03023119643330574,0.42104974389076233,0.6893081068992615,-0.02979462407529354,0.3913266062736511,0.6505044102668762,-0.003325594821944833,0.4073753356933594,0.6046038269996643,-0.027129722759127617,0.39616119861602783,0.6758661270141602,-0.027396494522690773,0.38884297013282776,0.6905021667480469,-0.021448837593197823,0.3568747937679291,0.6462838649749756,-0.007730258163064718,0.3725382685661316,0.6073424220085144,-0.036262597888708115,0.3642892837524414,0.6773548126220703,-0.024650879204273224,0.3574795722961426,0.6918883323669434,-0.009281349368393421,0.31820186972618103,0.6445124745368958,-0.012656413950026035,0.33740732073783875,0.6151973009109497,-0.02966275066137314,0.3346432149410248,0.665747344493866,-0.0188982505351305,0.327034592628479,0.681655764579773,-0.006333981174975634
A,0.24938294291496277,0.8307887315750122,-5.829382985211851e-07,0.33321285247802734,0.8351948261260986,-0.02835298888385296,0.41595134139060974,0.7539874315261841,-0.030672559514641762,0.44615527987480164,0.6575245261192322,-0.030342357233166695,0.4493521451950073,0.5884078145027161,-0.02033955603837967,0.3958810865879059,0.6347906589508057,-0.006813024636358023,0.42601051926612854,0.557975172996521,-0.041223183274269104,0.4001782238483429,0.6501454710960388,-0.051048941910266876,0.3875998258590698,0.6685907244682312,-0.052343156188726425,0.3444051146507263,0.6175388693809509,-0.0036676612216979265,0.37296557426452637,0.5563233494758606,-0.03853147104382515,0.3496742844581604,0.6661408543586731,-0.03727255016565323,0.3402903079986572,0.6630216240882874,-0.027893928810954094,0.2921125888824463,0.6087011098861694,-0.00781986117362976,0.3175666034221649,0.5556236505508423,-0.0483909547328949,0.30136972665786743,0.6602209806442261,-0.028808144852519035,0.2928229868412018,0.6606791615486145,-0.006059193052351475,0.23585203289985657,0.5988070964813232,-0.013741650618612766,0.26050645112991333,0.5679845809936523,-0.03617958351969719,0.2559588849544525,0.6441959142684937,-0.018364425748586655,0.2469761073589325,0.6532976627349854,0.0007121851667761803
A,0.3286646604537964,0.8118975758552551,-4.2437156366759154e-07,0.3997950255870819,0.7837153077125549,-0.009188004769384861,0.44139912724494934,0.7032121419906616,-0.008221249096095562,0.4540005624294281,0.6376343369483948,-0.009940013289451599,0.4560823142528534,0.5877692699432373,-0.006524268537759781,0.4198985993862152,0.6265586614608765,0.006857479922473431,0.4422636032104492,0.56964111328125,-0.018641013652086258,0.43505892157554626,0.6386751532554626,-0.026738757267594337,0.4219399094581604,0.6656206250190735,-0.027005862444639206,0.38280826807022095,0.6212577819824219,0.0013480448396876454,0.4072962701320648,0.5785492062568665,-0.025823110714554787,0.40051132440567017,0.6609588265419006,-0.028106437996029854,0.3853771686553955,0.6733507513999939,-0.0225573368370533,0.34342649579048157,0.6236313581466675,-0.0090177645906806,0.3704754710197449,0.587239146232605,-0.0412755161523819,0.3669755160808563,0.6667260527610779,-0.030195094645023346,0.35178548097610474,0.6779149770736694,-0.014194244518876076,0.2999027371406555,0.631827712059021,-0.019513927400112152,0.3319234848022461,0.6011625528335571,-0.03788848966360092,0.33380651473999023,0.6573388576507568,-0.024679744616150856,0.3187592625617981,0.6717463135719299,-0.009766286239027977
A,0.8736402988433838,0.7397658824920654,-6.09159656050906e-07,0.7995606064796448,0.7623051404953003,-0.017884332686662674,0.7237530946731567,0.7218073606491089,-0.025369100272655487,0.6817511320114136,0.6539241075515747,-0.035777341574430466,0.6567308306694031,0.597087562084198,-0.04031932353973389,0.7130187153816223,0.6143572330474854,0.009746946394443512,0.6755059361457825,0.5587261915206909,-0.028353506699204445,0.704680323600769,0.6069240570068359,-0.047457046806812286,0.7287036776542664,0.6372262239456177,-0.05305386334657669,0.7518150806427002,0.5825066566467285,0.0028099764604121447,0.7212541699409485,0.5347647666931152,-0.03397992253303528,0.7537192106246948,0.6045430302619934,-0.04104519635438919,0.766422688961029,0.6176474094390869,-0.035048775374889374,0.7942649126052856,0.5608266592025757,-0.011928008869290352,0.7716671824455261,0.5220448970794678,-0.04742032662034035,0.7980961799621582,0.5899534821510315,-0.03502207249403,0.8061397075653076,0.5986322164535522,-0.016571741551160812,0.8409324884414673,0.5450626015663147,-0.029130110517144203,0.821591854095459,0.5188895463943481,-0.04562452435493469,0.8352062702178955,0.5725750923156738,-0.031324658542871475,0.8424707055091858,0.5870873332023621,-0.015030787326395512
A,0.9048064947128296,0.8942015171051025,-4.31012267654296e-07,0.8540118336677551,0.8918969035148621,-0.01623661257326603,0.8085896968841553,0.8476565480232239,-0.022658713161945343,0.7882193922996521,0.7897096276283264,-0.030289020389318466,0.78709477186203,0.7448391318321228,-0.03359010070562363,0.8165556192398071,0.7740904688835144,0.004708715248852968,0.808534562587738,0.7240180969238281,-0.023961324244737625,0.8221314549446106,0.768858015537262,-0.037843070924282074,0.827941358089447,0.7937368750572205,-0.04218955710530281,0.847683846950531,0.7677582502365112,0.001179568818770349,0.8411471843719482,0.721538782119751,-0.02634184993803501,0.8513845801353455,0.781446099281311,-0.030889000743627548,0.8497651815414429,0.79385906457901,-0.026698866859078407,0.8780419826507568,0.7666649222373962,-0.008410650305449963,0.8751793503761292,0.7276986837387085,-0.036807626485824585,0.8808430433273315,0.7858469486236572,-0.027993949130177498,0.8780344128608704,0.7969886660575867,-0.014539774507284164,0.9097315669059753,0.7704434990882874,-0.019793571904301643,0.9066604375839233,0.7422766089439392,-0.034056197851896286,0.9093151688575745,0.7847426533699036,-0.02430889382958412,0.9087638258934021,0.7999100685119629,-0.012943276204168797
